conversation_id_str,created_at,username,full_text,kota_kabupaten,retweet_count,favorite_count,cleaned_text,normalized_text,input_ids,attention_mask,labels
1896717213576630348,Wed Mar 05 17:50:40 +0000 2025,smupile,@FelixSGL1 @gorengaNyender ih rill bgt kota numpang tidur as bekasi pipel slalu kena macet kluar tol cawang uki pas kmaren peristiwa banjir ku berangkat gada macet samsekkk krn biasanya disitu pertemuan kloter mobil (tol) sama motor (kalimalang) disitu.. macet bete ga macet bingung,Bekasi,0,1,ih rill bgt kota numpang tidur as bekasi pipel slalu kena macet kluar tol cawang uki pas kmaren peristiwa banjir ku berangkat gada macet samsekkk krn biasanya disitu pertemuan kloter mobil tol sama motor kalimalang disitu macet bete ga macet bingung,ih rill banget kota numpang tidur as bekasi pipel selalu kena macet keluar tol cawang uki pas kemarin peristiwa banjir ku berangkat enggak ada macet samsekkk karena biasanya disitu pertemuan kloter mobil tol sama motor kalimalang disitu macet bete enggak macet bingung,"[2, 7346, 12715, 30366, 6948, 626, 16892, 1559, 294, 3661, 3968, 28, 17119, 5381, 9558, 17962, 12, 3977, 19852, 16, 1171, 30356, 280, 1659, 9358, 3224, 5138, 425, 4729, 1988, 30354, 9558, 4036, 71, 5700, 8280, 1033, 9608, 3176, 3988, 175, 895, 3977, 500, 1399, 2065, 4191, 9608, 9558, 1709, 30357, 525, 9558, 4018, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897340093851193467,Wed Mar 05 17:39:24 +0000 2025,yunirti_,Minggu puasa gue se-CHAOS itu tiap hari pindah2 kota cibubur-depok-Bekasi (kena banjir) meeting- Tangerang- charity- Bekasi lagi Like presiden kah gue se sibukkk ini?!,Depok,0,0,minggu puasa gue sechaos itu tiap hari pindah kota cibuburdepokbekasi kena banjir meeting tangerang charity bekasi lagi like presiden kah gue se sibukkk ini,minggu puasa gue sechaos itu tiap hari pindah kota cibuburdepokbekasi kena banjir meeting tangerang charity bekasi lagi like presiden kah gue se sibukkk ini,"[2, 1736, 3971, 2526, 2859, 1568, 143, 137, 2591, 406, 5035, 626, 16059, 19253, 118, 27975, 5381, 5138, 15463, 4078, 5204, 1479, 3661, 423, 9670, 1871, 7970, 2526, 35, 5414, 5700, 92, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897340763480187106,Wed Mar 05 17:37:43 +0000 2025,SumandoGaek,Jabodetabek banjir Bekasi pun lumpuh. Jika bicara diluar konteks alamiah &amp; takdir. Maka kita bisa bicara dan analisa yg bersifat anti mainstream : Modifikasi cuaca Geo Engineering dan HAARP. Para EG punya toolsnya. Kita tak sadari. #ClimateScam https://t.co/poxv3CGoJl https://t.co/VQfyymxeh9,Bekasi,5,10,jabodetabek banjir bekasi pun lumpuh jika bicara diluar konteks alamiah amp takdir maka kita bisa bicara dan analisa yg bersifat anti mainstream modifikasi cuaca geo engineering dan haarp para eg punya toolsnya kita tak sadari,jabodetabek banjir bekasi pun lumpuh jika bicara diluar konteks alamiah amp takdir maka kita bisa bicara dan analisa yang bersifat anti mainstream modifikasi cuaca geo engineering dan haarp para eg punya toolsnya kita tak sadari,"[2, 14407, 5138, 3661, 573, 21063, 338, 4007, 6146, 5454, 11685, 2688, 12286, 370, 219, 166, 4007, 41, 6294, 741, 2277, 2480, 27590, 7055, 6110, 2695, 30370, 15560, 41, 2442, 12, 30367, 383, 6486, 1121, 12902, 57, 219, 368, 13743, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897339748177600582,Wed Mar 05 17:33:42 +0000 2025,hopemikenzi,4. Curhatan org2 bekasi korban banjir 5. Terharu liat Jackson enjoy di Marapthon. 6. Baca Gemi-Ares,Bekasi,0,0,curhatan org bekasi korban banjir terharu liat jackson enjoy di marapthon baca gemiares,curhatan orang bekasi korban banjir terharu lihat jackson enjoy di marapthon baca gemiares,"[2, 13765, 5, 6601, 3661, 2457, 5138, 21056, 4961, 18306, 19425, 26, 21545, 5124, 15413, 2064, 5536, 7019, 53, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897338403668279456,Wed Mar 05 17:30:27 +0000 2025,urgildda,gas melon korupsi pantai jadi shm penggusuran barabaraya penggusuran padang halaban kriminalisasi padarincang banjir bogor/bekasi yg semuanya karena kjahatan struktural sosio-ekologis,Bogor,0,0,gas melon korupsi pantai jadi shm penggusuran barabaraya penggusuran padang halaban kriminalisasi padarincang banjir bogorbekasi yg semuanya karena kjahatan struktural sosioekologis,gas melon korupsi pantai jadi shm penggusuran barabaraya penggusuran padang halaban kriminalisasi padarincang banjir bogorbekasi yang semuanya karena kjahatan struktural sosioekologis,"[2, 2672, 13596, 3921, 2253, 472, 17285, 2623, 20850, 5, 9733, 2257, 128, 2623, 20850, 5, 4408, 269, 16142, 13089, 1144, 126, 9155, 13140, 5138, 3286, 27975, 741, 2346, 211, 19860, 4931, 13346, 1064, 10334, 8896, 14694, 30362, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897317230171599125,Wed Mar 05 17:25:09 +0000 2025,Ragusma14,@aniesbaswedan Banjir di jakarta ma bekasi wkt gubernur nya anies dan ahok banyak yg nyerang tapi sekarang gubernur jakarta atau walikota bekasi ga ada yg usik/disalahin pak. Kira2 kenapa ya pak?,DKI Jakarta,0,0,banjir di jakarta ma bekasi wkt gubernur nya anies dan ahok banyak yg nyerang tapi sekarang gubernur jakarta atau walikota bekasi ga ada yg usikdisalahin pak kira kenapa ya pak,banjir di jakarta sama bekasi waktu gubernur nya anies dan ahok banyak yang menyerang tapi sekarang gubernur jakarta atau walikota bekasi enggak ada yang usikdisalahin pak kira kenapa ya pak,"[2, 5138, 26, 678, 1019, 3661, 20181, 30358, 3256, 1107, 19145, 41, 8838, 271, 741, 794, 1830, 469, 747, 3256, 678, 158, 7065, 3661, 525, 176, 741, 29689, 30361, 8534, 103, 17, 556, 5157, 2124, 286, 556, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897337563423367513,Wed Mar 05 17:25:00 +0000 2025,velseine,ga ngebayangin idup di bekasi jkt dan sekitarnya yg rutin kena banjir tiap tahunnya gmn beresin rumah dan barang2 yg kena banjir kaya kasur sofa dll nya yg kena lumpur ga kebayang stressnya,Bekasi,0,0,ga ngebayangin idup di bekasi jkt dan sekitarnya yg rutin kena banjir tiap tahunnya gmn beresin rumah dan barang yg kena banjir kaya kasur sofa dll nya yg kena lumpur ga kebayang stressnya,enggak ngebayangin hidup di bekasi jakarta dan sekitarnya yang rutin kena banjir tiap tahunnya bagaimana beresin rumah dan barang yang kena banjir kayak kasur sofa dll nya yang kena lumpur enggak terbayang stressnya,"[2, 525, 8213, 28605, 30355, 1519, 110, 26, 3661, 12520, 41, 3779, 741, 3896, 5381, 5138, 2591, 9259, 12169, 8374, 17, 448, 41, 963, 741, 5381, 5138, 2913, 11441, 8562, 2820, 1107, 741, 5381, 9027, 525, 28724, 7740, 57, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897337109725491659,Wed Mar 05 17:23:12 +0000 2025,haloakudhira,udah planet lain banjir mulu pula cel bekasi bekasi ini #axelots,Bekasi,0,0,udah planet lain banjir mulu pula cel bekasi bekasi ini,sudah planet lain banjir mulu pula cel bekasi bekasi ini,"[2, 2137, 5841, 245, 5138, 19176, 1355, 3075, 3661, 3661, 92, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897337102217699612,Wed Mar 05 17:23:10 +0000 2025,yonkijeu,melihat banjir di bekasi bener2 bikin gw heran bekasi banyak bgt perumahan deh sampe ga apal mana aja,Bekasi,0,1,melihat banjir di bekasi bener bikin gw heran bekasi banyak bgt perumahan deh sampe ga apal mana aja,melihat banjir di bekasi benar bikin gue heran bekasi banyak banget perumahan deh sampai enggak hapal mana saja,"[2, 722, 5138, 26, 3661, 6158, 2999, 2755, 5345, 3661, 271, 6948, 4328, 2983, 5985, 525, 387, 30366, 1152, 1465, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897209673780216276,Wed Mar 05 17:20:52 +0000 2025,loaffinae,@sopanprivate semoga keadaan semakin membaik yaa lily ga nyangka aku bakal liat berita kalo banjir bekasi bisa setinggi itu bahkan st bekasi kelelep serem banget Ya Allah tapi kamu dan keluarga aman kan?,Bekasi,0,0,semoga keadaan semakin membaik yaa lily ga nyangka aku bakal liat berita kalo banjir bekasi bisa setinggi itu bahkan st bekasi kelelep serem banget ya allah tapi kamu dan keluarga aman kan,semoga keadaan semakin membaik ya lily enggak menyangka aku bakal lihat berita kalo banjir bekasi bisa setinggi itu bahkan st bekasi kelelep seram banget ya allah tapi kamu dan keluarga aman kan,"[2, 1671, 1762, 977, 12391, 5633, 21124, 525, 1107, 2692, 3331, 304, 2990, 4961, 2140, 1686, 5138, 3661, 166, 11992, 137, 816, 398, 3661, 16413, 149, 19755, 2174, 286, 763, 469, 508, 41, 1137, 1703, 951, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897336278854832227,Wed Mar 05 17:19:55 +0000 2025,gemiamore,((banjir bekasi edition),Bekasi,0,0,banjir bekasi edition,banjir bekasi edition,"[2, 5138, 3661, 17516, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897317230171599125,Wed Mar 05 17:17:53 +0000 2025,tria_elang,@sammyammar0 @DedynurPalakka @aniesbaswedan Suruh recokin noh pemerintah tu korban banjir bekasi walikota nya enak2 an d hotel noh pagar laut noh korupsi pertamina sumpah malah ngurusin receh!!!,Bekasi,0,1,suruh recokin noh pemerintah tu korban banjir bekasi walikota nya enak an d hotel noh pagar laut noh korupsi pertamina sumpah malah ngurusin receh,suruh recokin noh pemerintah itu korban banjir bekasi walikota nya enak an di hotel noh pagar laut noh korupsi pertamina sumpah malah mengurusi receh,"[2, 12889, 3966, 22166, 26097, 877, 428, 2457, 5138, 3661, 7065, 1107, 3107, 223, 6, 555, 26097, 7849, 1784, 26097, 3921, 6414, 9109, 2592, 23824, 17, 16964, 30369, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
1897335757645414638,Wed Mar 05 17:17:50 +0000 2025,draxdraxing,Banjir di Bekasi dan beberapa daerah lainnya sangat memprihatinkan...semoga segalanya dapat teratasi dengan cepat dan tidak ada korban jiwa,Bekasi,0,4,banjir di bekasi dan beberapa daerah lainnya sangat memprihatinkansemoga segalanya dapat teratasi dengan cepat dan tidak ada korban jiwa,banjir di bekasi dan beberapa daerah lainnya sangat memprihatinkansemoga segalanya dapat teratasi dengan cepat dan tidak ada korban jiwa,"[2, 5138, 26, 3661, 41, 388, 719, 620, 310, 17982, 15932, 9143, 173, 20174, 79, 972, 41, 119, 176, 2457, 2715, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897335208124252209,Wed Mar 05 17:15:39 +0000 2025,soloposdotcom,Penampakan Kendaraan Menumpuk Akibat Terseret Arus Banjir di Bekasi Banjir yang disebabkan luapan air Kali Bekasi yang menggenangi perumahan dan fasilitas umum di kawasan perumahan itu https://t.co/js2y88lg2F https://t.co/2P0blVrp1y,Bekasi,1,0,penampakan kendaraan menumpuk akibat terseret arus banjir di bekasi banjir yang disebabkan luapan air kali bekasi yang menggenangi perumahan dan fasilitas umum di kawasan perumahan itu,penampakan kendaraan menumpuk akibat terseret arus banjir di bekasi banjir yang disebabkan luapan air kali bekasi yang menggenangi perumahan dan fasilitas umum di kawasan perumahan itu,"[2, 13048, 2557, 13999, 1597, 768, 19663, 4231, 5138, 26, 3661, 5138, 34, 2710, 3036, 385, 514, 633, 3661, 34, 1017, 15732, 4328, 41, 2138, 752, 26, 2606, 4328, 137, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897335056773075435,Wed Mar 05 17:15:02 +0000 2025,KontanNews,Mobil Kebanjiran di Mega Bekasi Hypermall Warga Syok Biaya Servis Capai Puluhan Juta https://t.co/P6StmjubGN #Banjir,Bekasi,0,1,mobil kebanjiran di mega bekasi hypermall warga syok biaya servis capai puluhan juta,mobil kebanjiran di mega bekasi hypermall warga syok biaya servis capai puluhan juta,"[2, 895, 7779, 30355, 1905, 3823, 26, 8594, 3661, 18260, 24060, 1470, 23272, 1162, 10814, 14510, 5590, 1633, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1896872864642666865,Wed Mar 05 17:13:43 +0000 2025,GardaGun,@niwseir Metropolitan mall Bekasi dan sekitarnya Banjir besar terakir lalu dampak penahanan arus air tanah konstruksi projek Toll Becak Ayu si Mulyono @KemensetnegRI,Bekasi,0,0,metropolitan mall bekasi dan sekitarnya banjir besar terakir lalu dampak penahanan arus air tanah konstruksi projek toll becak ayu si mulyono,metropolitan mall bekasi dan sekitarnya banjir besar terakir lalu dampak penahanan arus air tanah konstruksi projek toll becak ayu sih mulyono,"[2, 18780, 6408, 3661, 41, 3779, 5138, 421, 25381, 72, 629, 3345, 19337, 4231, 514, 1166, 5448, 25676, 71, 10742, 17636, 8252, 356, 431, 9080, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897330802394063200,Wed Mar 05 17:10:00 +0000 2025,whosew0rld,@AR_LanaJKT48 erni setelah bekasi banjir kah ini,Bekasi,0,0,erni setelah bekasi banjir kah ini,erni setelah bekasi banjir kah ini,"[2, 21471, 30356, 450, 3661, 5138, 7970, 92, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897333684816294313,Wed Mar 05 17:09:35 +0000 2025,officialinews_,Sempat Terendam Banjir RSUD Kota Bekasi Kembali Beroperasi Normal https://t.co/EzsRUQ3RZW,Bekasi,0,0,sempat terendam banjir rsud kota bekasi kembali beroperasi normal,sempat terendam banjir rsud kota bekasi kembali beroperasi normal,"[2, 2740, 23433, 5138, 11917, 626, 3661, 755, 7170, 2966, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0
1897333376425845054,Wed Mar 05 17:08:22 +0000 2025,lpk_trankonmasi,Wapres Gibran Datangi Lokasi Banjir di Jatiasih Bekasi Pastikan Bantuan untuk Korban Banjir https://t.co/WSfXB1J6Hy,Bekasi,1,1,wapres gibran datangi lokasi banjir di jatiasih bekasi pastikan bantuan untuk korban banjir,wapres gibran datangi lokasi banjir di jatiasih bekasi pastikan bantuan untuk korban banjir,"[2, 20313, 19044, 3823, 22578, 1604, 5138, 26, 4868, 1640, 3661, 4163, 2300, 90, 2457, 5138, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0
1897332960787062906,Wed Mar 05 17:06:43 +0000 2025,PMuchlik,Dedy Mulyadi Beri Teguran Keras Kepada Walikota Bekasi Dan Istri Yang Nginap Di Hotel Saat Rakyat Kebanjiran!! #dedymulyadi #bekasi #banjir #info #berita https://t.co/cqW4szxZth,Bekasi,0,0,dedy mulyadi beri teguran keras kepada walikota bekasi dan istri yang nginap di hotel saat rakyat kebanjiran,dedy mulyadi beri teguran keras kepada walikota bekasi dan istri yang nginap di hotel saat rakyat kebanjiran,"[2, 6695, 30371, 26595, 5030, 21872, 2086, 455, 7065, 3661, 41, 2387, 34, 14946, 36, 26, 555, 305, 1829, 7779, 30355, 1905, 3823, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
